temp,humidity,co2,airflow,kpi_label
23.243561663863076,64.90808570098726,1348.1063430708957,0.20763271405448724,0
31.310000289738827,56.80481831720602,1633.5207579026865,0.1916727510518924,0
28.247915185359673,45.476380814316386,1898.3566687011266,0.010256826322574276,0
26.381218778758512,70.68975098534743,1785.7799091276488,0.13649913105046255,0
20.18426096619411,64.23655862769397,1845.2489182891597,0.15207824751434285,0
20.183923284706836,38.130846967244565,1727.026693368574,0.15952911235876022,0
18.813170570354792,75.54635922469213,1753.8212516142821,0.23206894769093292,0
30.126466040849092,71.12686214615846,1879.3565212522553,0.21344101869075138,0
26.415610164404924,77.4899956645962,1399.7344070873487,0.24316203711737785,0
27.913016089144637,66.28597541941801,1591.5399709145124,0.30595330461685133,0
18.288182920141235,60.6707597967895,1376.9675534556818,0.3251942954864374,0
31.57873793026792,50.912151814530944,1990.1344063973174,0.28724923049059775,0
29.654196971205906,76.63642416770065,1955.2474717492905,0.3822094783819739,0
20.972747549495868,73.30319447502042,1231.5414490948046,0.0072930330705446526,0
20.545549540899408,32.26093350530947,1764.4601380125507,0.07831119427341844,0
20.567663137948074,31.3183487248626,1940.1986539325326,0.0030251499912568483,0
22.25939140143353,48.82316834390248,1344.4602761018668,0.2589898856618412,0
25.34659004285133,70.52766653909165,1654.3561844421035,0.3592122195799948,0
24.047230260989622,79.36380646574722,1932.3906380704334,0.09739291863051971,0
22.077207962772587,37.52084455517641,1227.156782868639,0.3708138179185227,0
26.565940526113312,59.70653576760675,1757.936213797472,0.024106956115824342,0
19.952914049128587,49.04454283155108,1437.8792058980407,0.37377441072220574,0
22.090025079493053,78.49571989073016,1939.5169563012244,0.14064907489585377,0
23.129065806111683,72.10594615678544,1976.846596132294,0.04056833137968661,0
24.384979779038503,71.91643523555689,1955.4131912907471,0.19434870367453028,0
28.99246345950219,53.434657989748516,1579.371373325971,0.10271062708820318,0
20.795432950217037,50.74097511688326,1889.6341207914506,0.11394916078476913,0
25.19928213779056,43.670353596535314,1875.6395188280562,0.12291598597051463,0
26.293803964068594,32.81877483254635,1455.2803785946046,0.3212103591330654,0
18.650305778079968,73.23611881275266,1863.132379320542,0.2156645106701018,0
26.505627926620136,70.64505045650388,1229.6061077723941,0.12452307966240146,0
20.387337731622083,79.98588366430653,1677.0159027856425,0.24413351332436736,0
18.910722301793914,79.83184185369527,1384.0070698301624,0.28646026968927746,0
31.284397521546666,57.771585280131376,1296.453508621823,0.10904960029341351,0
31.51884846304383,68.44937075902553,1261.5625613033674,0.1654196406101406,0
29.317562873630457,77.23828649412141,1757.0310207025118,0.04875443733477902,0
22.26459276842719,72.48236953387058,1471.8999710144528,0.07245973981387213,0
19.367409596089374,42.36740508715988,1779.8134172230093,0.27244714158599315,0
27.579262371170195,52.52720676550467,1252.285072639154,0.07257533907825078,0
24.162134912354418,36.45797075757475,1452.2322702644883,0.2100653534668241,0
19.708535287826905,77.70255136293612,1631.5930339002698,0.2836185046889731,0
24.93247674155778,60.308731722544,1832.578531871171,0.042750769237897536,0
18.481439295613058,41.43214027517314,1455.002002345656,0.22692488785156142,0
30.73048562910295,63.58503422029283,1700.7131011496072,0.10262511348054551,0
21.622919742400235,60.90641202289479,1908.7821985889495,0.38517075009503193,0
27.27531198095575,47.90813590164203,1692.6905505458437,0.1934182586879699,0
22.36395506525175,35.67787960998145,1386.3675798029071,0.32239701991006325,0
25.280952296489353,63.57865977963998,1219.5206252452303,0.22009061686250472,0
25.653943910805914,56.01538504518966,1896.0790991207439,0.017365013141927666,0
20.58796237735738,68.61591958678196,1217.0155286803097,0.25326055023760896,0
31.574184788703818,56.008175055599665,1899.7613381473595,0.3805613368826628,0
28.851859527055602,72.609075015927,1623.1497072217696,0.2406447280585325,0
31.15298518189865,57.595341938724275,1951.254158810317,0.3276755437707161,0
30.52758290598708,58.04689857676931,1839.0265886189322,0.35368258533936314,0
26.37059970335519,73.83268013291726,1998.3472884266698,0.09123190877957299,0
30.906239290323636,50.174143310619854,1480.5694523613681,0.08481793596329067,0
19.238895028726873,36.70076142253204,1813.7506311449015,0.2443923955403967,0
20.74376007386803,31.43913381566695,1521.5447308873936,0.1644113879226819,0
18.63318204474753,67.75686278368096,1583.900496243127,0.33594452114668816,0
22.5546246306857,61.01547756767323,1702.0043705746962,0.3600092493592045,0
23.44148205565275,65.20398840496118,1898.9416913490709,0.14136855172108725,0
21.798886444834544,40.64820807544554,1987.266775359436,0.09474822358979283,0
29.60232512812701,36.818573779338486,1814.6187310916146,0.31221020609754474,0
22.99454657371025,30.727233283394096,1534.213425733867,0.10992241421925444,0
21.93308313562333,47.52937794032985,1537.0856018216562,0.3290457274054714,0
25.59774516421548,59.49588434273166,1790.0658412711132,0.16949530145950514,0
19.972939149646677,49.61220225498661,1391.021716614642,0.2670199597165882,0
29.230757730556554,51.873746101186455,1288.3792905051157,0.03821412553386727,0
19.043709011516793,75.20793472468742,1483.6977261126212,0.24954372987062923,0
31.816417112407244,47.412773351165015,1429.7911933232654,0.18070707149489165,0
28.811426770153204,55.69947445799054,1437.0464963647921,0.23464338527018966,0
20.782019541478412,69.18265063705715,1386.8862008399278,0.06720568309794538,0
18.077309639730434,49.827139116063506,1233.6745517090894,0.29474949797767286,0
29.416459998367678,61.10433501139367,1214.299147786731,0.34511883101729146,0
